AL450380.1	CP010333.1	79.681	19159	3500	247	2793920	2812904	3263161	3244222	0.0	13450
AL450380.1	CP010333.1	86.785	7499	961	26	2269270	2276755	769850	762369	0.0	8331
AL450380.1	CP010333.1	94.649	4990	190	39	1341143	1346097	1479487	1484434	0.0	7664
AL450380.1	CP010333.1	81.384	8509	1463	90	180003	188453	3290096	3281651	0.0	6826
AL450380.1	CP010333.1	84.425	6414	927	44	194160	200535	3272724	3266345	0.0	6244
AL450380.1	CP010333.1	81.568	6581	1177	31	77465	84030	4308966	4302407	0.0	5400
AL450380.1	CP010333.1	79.582	7807	1367	140	2024662	2032371	3331144	3338820	0.0	5376
AL450380.1	CP010333.1	78.115	7439	1498	99	3016493	3023888	351017	343666	0.0	4599
AL450380.1	CP010333.1	81.124	5727	1035	33	1862215	1867909	2027492	2021780	0.0	4545
AL450380.1	CP010333.1	80.621	5893	1064	63	1959885	1965748	2485222	2491065	0.0	4484
AL450380.1	CP010333.1	79.358	5954	1105	76	266057	271975	4059574	4053710	0.0	4072
AL450380.1	CP010333.1	80.545	5243	982	24	1396601	1401827	2842031	2836811	0.0	3997
AL450380.1	CP010333.1	77.933	6521	1317	88	1502246	1508692	1802304	1808776	0.0	3958
AL450380.1	CP010333.1	82.384	4581	769	30	480610	485172	3807343	3802783	0.0	3954
AL450380.1	CP010333.1	79.294	5525	1017	92	2880041	2885521	622702	617261	0.0	3747
AL450380.1	CP010333.1	86.118	3436	459	14	1260024	1263447	1392576	1396005	0.0	3687
AL450380.1	CP010333.1	78.842	5563	1060	80	1767602	1773114	2738774	2744269	0.0	3644
AL450380.1	CP010333.1	85.727	3398	463	13	2569164	2572543	961658	958265	0.0	3568
AL450380.1	CP010333.1	81.292	4474	766	44	2064072	2068516	3376645	3381076	0.0	3559
AL450380.1	CP010333.1	82.427	4046	624	59	2093472	2097461	3400811	3404825	0.0	3452
AL450380.1	CP010333.1	77.504	5921	1179	97	1490879	1496727	2776278	2770439	0.0	3413
AL450380.1	CP010333.1	79.745	4784	896	47	720590	725327	1657363	1662119	0.0	3398
AL450380.1	CP010333.1	80.718	4429	766	61	2894834	2899216	606365	601979	0.0	3367
AL450380.1	CP010333.1	82.504	3858	636	25	678849	682691	1601964	1605797	0.0	3349
AL450380.1	CP010333.1	85.438	3207	454	12	921040	924240	3612014	3608815	0.0	3323
AL450380.1	CP010333.1	81.730	4034	686	38	1422548	1426548	1757116	1761131	0.0	3319
AL450380.1	CP010333.1	81.858	3908	687	19	1401953	1405852	2836701	2832808	0.0	3269
AL450380.1	CP010333.1	79.536	4657	842	70	384309	388931	501179	496600	0.0	3217
AL450380.1	CP010333.1	79.357	4602	888	47	3204935	3209499	130743	126167	0.0	3179
AL450380.1	CP010333.1	80.820	4072	729	42	1692183	1696223	1872835	1876885	0.0	3145
AL450380.1	CP010333.1	81.481	3796	691	11	1318301	1322090	1455687	1459476	0.0	3105
AL450380.1	CP010333.1	79.205	4530	858	63	301208	305702	4023265	4018785	0.0	3070
AL450380.1	CP010333.1	80.148	4181	762	48	2472768	2476916	2072853	2068709	0.0	3061
AL450380.1	CP010333.1	80.816	3946	718	33	126670	130593	4233746	4229818	0.0	3057
AL450380.1	CP010333.1	82.067	3619	588	39	657332	660932	1572416	1575991	0.0	3031
AL450380.1	CP010333.1	76.985	5440	1148	76	670034	675422	1591067	1596453	0.0	3014
AL450380.1	CP010333.1	83.404	3290	502	34	2257091	2260372	787115	783862	0.0	3011
AL450380.1	CP010333.1	81.854	3593	604	28	1556881	1560467	2383234	2379684	0.0	2979
AL450380.1	CP010333.1	79.324	4411	786	80	1019677	1024050	2482852	2478531	0.0	2977
AL450380.1	CP010333.1	87.194	2577	327	3	305974	308549	4018532	4015958	0.0	2928
AL450380.1	CP010333.1	80.452	3852	718	23	649623	653466	1565049	1568873	0.0	2909
AL450380.1	CP010333.1	83.275	3145	516	9	486306	489443	3796093	3792952	0.0	2885
AL450380.1	CP010333.1	78.084	4718	908	74	891911	896575	3640318	3635674	0.0	2868
AL450380.1	CP010333.1	83.312	3134	478	39	2083348	2086469	3391506	3394606	0.0	2848
AL450380.1	CP010333.1	85.462	2717	389	6	1996150	1998864	2515299	2518011	0.0	2824
AL450380.1	CP010333.1	81.203	3591	599	46	328050	331602	1143503	1147055	0.0	2822
AL450380.1	CP010333.1	79.439	4032	774	39	21105	25108	17679	21683	0.0	2802
AL450380.1	CP010333.1	84.212	2901	433	19	1668308	1671193	1846611	1849501	0.0	2796
AL450380.1	CP010333.1	81.395	3499	588	44	2750464	2753948	4122529	4125978	0.0	2796
AL450380.1	CP010333.1	81.397	3435	602	31	736633	740055	2703925	2700516	0.0	2769
AL450380.1	CP010333.1	77.697	4654	950	67	1055271	1059895	2443849	2439255	0.0	2763
AL450380.1	CP010333.1	78.453	4293	849	52	1248424	1252698	1380854	1385088	0.0	2734
AL450380.1	CP010333.1	78.290	4385	846	64	2813395	2817725	3243752	3239420	0.0	2726
AL450380.1	CP010333.1	78.423	4287	845	58	1445954	1450208	1796797	1801035	0.0	2719
AL450380.1	CP010333.1	77.102	4817	1004	70	1606100	1610871	1910469	1915231	0.0	2693
AL450380.1	CP010333.1	80.546	3516	624	39	2195047	2198536	1674661	1671180	0.0	2649
AL450380.1	CP010333.1	78.577	4089	770	76	866896	870919	3659692	3655645	0.0	2601
AL450380.1	CP010333.1	83.375	2827	448	12	1989140	1991961	2508278	2511087	0.0	2597
AL450380.1	CP010333.1	83.791	2733	398	23	1993404	1996128	2512524	2515219	0.0	2551
AL450380.1	CP010333.1	75.775	5325	1130	109	2282269	2287523	744393	739159	0.0	2540
AL450380.1	CP010333.1	84.600	2578	356	26	833874	836423	3698389	3695825	0.0	2523
AL450380.1	CP010333.1	77.772	4166	876	33	3065588	3069737	285540	281409	0.0	2518
AL450380.1	CP010333.1	81.008	3254	545	41	1335152	1338359	1472536	1475762	0.0	2518
AL450380.1	CP010333.1	80.332	3376	612	36	1782209	1785557	2756536	2759886	0.0	2508
AL450380.1	CP010333.1	78.666	3853	732	70	3150508	3154325	188002	184205	0.0	2479
AL450380.1	CP010333.1	85.297	2394	334	14	595576	597956	2902911	2900523	0.0	2455
AL450380.1	CP010333.1	78.311	3919	746	64	2900986	2904859	597057	593198	0.0	2433
AL450380.1	CP010333.1	82.574	2789	457	20	1579751	1582522	2355295	2352519	0.0	2431
AL450380.1	CP010333.1	80.127	3316	611	35	850393	853693	3681693	3678411	0.0	2429
AL450380.1	CP010333.1	82.697	2751	453	17	1043191	1045927	2457155	2454414	0.0	2422
AL450380.1	CP010333.1	82.518	2740	460	16	777157	779885	3553989	3551258	0.0	2388
AL450380.1	CP010333.1	78.883	3599	690	49	1629703	1633256	1940986	1944559	0.0	2372
AL450380.1	CP010333.1	80.192	3226	578	43	1687628	1690838	1868456	1871635	0.0	2361
AL450380.1	CP010333.1	81.424	2907	510	27	634601	637495	2850503	2847615	0.0	2350
AL450380.1	CP010333.1	82.783	2637	443	9	2963219	2965851	460997	463626	0.0	2344
AL450380.1	CP010333.1	77.193	4196	834	78	1081877	1086002	2412035	2407893	0.0	2333
AL450380.1	CP010333.1	77.452	4027	823	58	1851741	1855726	2042578	2038596	0.0	2327
AL450380.1	CP010333.1	80.681	3054	535	26	756773	759806	2648959	2645941	0.0	2320
AL450380.1	CP010333.1	78.311	3707	720	58	1438578	1442253	1787410	1791063	0.0	2314
AL450380.1	CP010333.1	82.807	2629	410	27	1879726	1882354	3134500	3137086	0.0	2313
AL450380.1	CP010333.1	81.082	2939	518	24	2052000	2054919	3360840	3363759	0.0	2313
AL450380.1	CP010333.1	79.064	3463	645	53	1087273	1090687	2406796	2403366	0.0	2305
AL450380.1	CP010333.1	80.392	3060	572	21	694879	697930	1621259	1624298	0.0	2302
AL450380.1	CP010333.1	78.337	3619	738	37	1680982	1684580	1861542	1865134	0.0	2298
AL450380.1	CP010333.1	82.436	2693	411	44	130762	133422	4229697	4227035	0.0	2296
AL450380.1	CP010333.1	76.152	4579	956	100	1432240	1436760	1781270	1785770	0.0	2281
AL450380.1	CP010333.1	83.695	2441	373	19	2332605	2335026	1231996	1229562	0.0	2279
AL450380.1	CP010333.1	85.789	2111	293	6	293584	295693	4030795	4028691	0.0	2230
AL450380.1	CP010333.1	79.357	3236	594	50	622155	625365	2869176	2865990	0.0	2207
AL450380.1	CP010333.1	85.074	2164	321	2	1661599	1663761	1839795	1841957	0.0	2206
AL450380.1	CP010333.1	87.474	1908	232	7	124589	126493	4235722	4233819	0.0	2193
AL450380.1	CP010333.1	82.646	2547	372	32	1013562	1016063	3084182	3081661	0.0	2191
AL450380.1	CP010333.1	78.492	3422	658	60	1912789	1916182	3179466	3182837	0.0	2170
AL450380.1	CP010333.1	80.281	2921	527	35	645416	648321	1561033	1563919	0.0	2158
AL450380.1	CP010333.1	77.501	3658	775	40	1954851	1958481	3224221	3227857	0.0	2152
AL450380.1	CP010333.1	83.658	2307	334	30	2241936	2244235	804955	802685	0.0	2132
AL450380.1	CP010333.1	81.150	2679	476	19	2219427	2222090	830015	827351	0.0	2122
AL450380.1	CP010333.1	81.660	2579	446	13	796051	798625	3500330	3497775	0.0	2117
AL450380.1	CP010333.1	81.503	2595	451	24	323458	326044	1140051	1142624	0.0	2106
AL450380.1	CP010333.1	80.952	2688	482	17	1822935	1825605	3055811	3058485	0.0	2100
AL450380.1	CP010333.1	80.723	2739	490	25	1652684	1655407	1836282	1838997	0.0	2098
AL450380.1	CP010333.1	84.933	2084	301	10	2524131	2526211	1009877	1007804	0.0	2097
AL450380.1	CP010333.1	78.640	3235	627	47	2698909	2702116	653417	656614	0.0	2087
AL450380.1	CP010333.1	80.028	2859	536	31	2790911	2793754	3266168	3263330	0.0	2084
AL450380.1	CP010333.1	76.723	3888	799	73	282427	286279	4039362	4035546	0.0	2069
AL450380.1	CP010333.1	81.120	2590	475	11	1797623	1800205	1308872	1306290	0.0	2061
AL450380.1	CP010333.1	82.091	2429	420	10	2732172	2734591	4094395	4096817	0.0	2061
AL450380.1	CP010333.1	76.734	3834	795	67	1617823	1621624	1920545	1924313	0.0	2049
AL450380.1	CP010333.1	78.833	3085	602	37	36177	39235	43725	46784	0.0	2032
AL450380.1	CP010333.1	79.830	2816	539	25	2463429	2466237	2082604	2079811	0.0	2026
AL450380.1	CP010333.1	80.615	2698	456	48	2228981	2231655	818201	815548	0.0	2023
AL450380.1	CP010333.1	81.082	2569	432	36	377391	379938	511853	509318	0.0	2002
AL450380.1	CP010333.1	80.339	2655	494	22	1648266	1650915	1836119	1833488	0.0	1986
AL450380.1	CP010333.1	85.692	1894	260	10	1568186	1570074	2373541	2371654	0.0	1986
AL450380.1	CP010333.1	79.514	2841	534	38	117903	120728	4242451	4239644	0.0	1978
AL450380.1	CP010333.1	77.565	3392	682	59	17544	20901	14154	17500	0.0	1975
AL450380.1	CP010333.1	82.423	2270	391	8	2626951	2629217	901193	898929	0.0	1975
AL450380.1	CP010333.1	79.479	2841	538	35	1595445	1598268	2981955	2979143	0.0	1975
AL450380.1	CP010333.1	80.112	2685	485	34	2467353	2470010	2078426	2075764	0.0	1954
AL450380.1	CP010333.1	79.831	2727	506	31	153685	156396	4201914	4199217	0.0	1949
AL450380.1	CP010333.1	80.964	2532	418	41	149361	151875	4210597	4208113	0.0	1947
AL450380.1	CP010333.1	77.173	3509	692	58	3258285	3261776	4360355	4363771	0.0	1941
AL450380.1	CP010333.1	87.627	1673	202	5	405419	407089	530042	531711	0.0	1938
AL450380.1	CP010333.1	75.288	4342	921	99	1355252	1359535	1499458	1503705	0.0	1934
AL450380.1	CP010333.1	78.648	2988	577	44	2721992	2724944	4083762	4086723	0.0	1927
AL450380.1	CP010333.1	80.038	2650	475	41	2090606	2093230	3397970	3400590	0.0	1914
AL450380.1	CP010333.1	78.266	3138	566	64	874664	877757	3651963	3648898	0.0	1910
AL450380.1	CP010333.1	82.181	2256	364	27	1779773	1782003	2752208	2754450	0.0	1905
AL450380.1	CP010333.1	81.662	2323	397	27	3210654	3212962	72639	74946	0.0	1903
AL450380.1	CP010333.1	77.091	3431	694	64	217158	220545	1063961	1067342	0.0	1897
AL450380.1	CP010333.1	79.355	2761	517	44	1127692	1130438	1262374	1265095	0.0	1892
