CP013741.1	CP013741.1	100.000	4370705	0	0	1	4370705	1	4370705	0.0	8.071e+06
CP013741.1	CP013741.1	100.000	41409	0	0	3650396	3691804	3629692	3671100	0.0	76469
CP013741.1	CP013741.1	100.000	41409	0	0	3629692	3671100	3650396	3691804	0.0	76469
CP013741.1	CP013741.1	100.000	20705	0	0	3671100	3691804	3629692	3650396	0.0	38236
CP013741.1	CP013741.1	100.000	20705	0	0	3629692	3650396	3671100	3691804	0.0	38236
CP013741.1	CP013741.1	99.744	1563	2	2	607568	609129	401396	402957	0.0	2863
CP013741.1	CP013741.1	99.744	1563	2	2	401396	402957	607568	609129	0.0	2863
CP013741.1	CP013741.1	99.932	1461	1	0	2233438	2234898	1980429	1981889	0.0	2693
CP013741.1	CP013741.1	99.932	1461	1	0	1980429	1981889	2233438	2234898	0.0	2693
CP013741.1	CP013741.1	98.671	1505	19	1	2180307	2181810	1280852	1279348	0.0	2667
CP013741.1	CP013741.1	98.671	1505	19	1	1279348	1280852	2181810	2180307	0.0	2667
CP013741.1	CP013741.1	100.000	1436	0	0	3328799	3330234	1172859	1171424	0.0	2652
CP013741.1	CP013741.1	100.000	1436	0	0	1171424	1172859	3330234	3328799	0.0	2652
CP013741.1	CP013741.1	100.000	1436	0	0	3428866	3430301	3330235	3328800	0.0	2652
CP013741.1	CP013741.1	100.000	1436	0	0	3328800	3330235	3430301	3428866	0.0	2652
CP013741.1	CP013741.1	100.000	1435	0	0	3428867	3430301	1171424	1172858	0.0	2651
CP013741.1	CP013741.1	99.792	1445	1	2	3328800	3330244	2785363	2786805	0.0	2651
CP013741.1	CP013741.1	99.792	1445	1	2	2785363	2786805	3328800	3330244	0.0	2651
CP013741.1	CP013741.1	100.000	1435	0	0	1171424	1172858	3428867	3430301	0.0	2651
CP013741.1	CP013741.1	99.861	1439	2	0	3428866	3430304	2786798	2785360	0.0	2647
CP013741.1	CP013741.1	99.930	1436	1	0	2785363	2786798	3430301	3428866	0.0	2647
CP013741.1	CP013741.1	99.930	1435	1	0	2785363	2786797	1172858	1171424	0.0	2645
CP013741.1	CP013741.1	99.930	1435	1	0	1344202	1345636	1172858	1171424	0.0	2645
CP013741.1	CP013741.1	99.861	1438	2	0	3428867	3430304	1345636	1344199	0.0	2645
CP013741.1	CP013741.1	99.930	1435	1	0	1171424	1172858	1345636	1344202	0.0	2645
CP013741.1	CP013741.1	99.930	1435	1	0	3328800	3330234	1344202	1345636	0.0	2645
CP013741.1	CP013741.1	99.930	1435	1	0	1171424	1172858	2786797	2785363	0.0	2645
CP013741.1	CP013741.1	99.930	1435	1	0	1344202	1345636	3328800	3330234	0.0	2645
CP013741.1	CP013741.1	99.930	1435	1	0	1344202	1345636	3430301	3428867	0.0	2645
CP013741.1	CP013741.1	99.518	1451	5	2	2785349	2786797	1344186	1345636	0.0	2639
CP013741.1	CP013741.1	99.518	1451	5	2	1344186	1345636	2785349	2786797	0.0	2639
CP013741.1	CP013741.1	87.142	2341	262	29	2277642	2279958	2271546	2273871	0.0	2619
CP013741.1	CP013741.1	87.137	2340	264	27	2271546	2273871	2277642	2279958	0.0	2619
CP013741.1	CP013741.1	99.242	1451	0	2	4221469	4222919	1469316	1467877	0.0	2608
CP013741.1	CP013741.1	99.242	1451	0	2	1467877	1469316	4222919	4221469	0.0	2608
CP013741.1	CP013741.1	99.710	1379	4	0	1766935	1768313	103824	105202	0.0	2525
