AL450380.1	AE016958.1	86.836	7923	980	50	2269268	2277173	4610681	4602805	0.0	8794
AL450380.1	AE016958.1	93.563	5437	256	63	1340897	1346311	2753041	2747677	0.0	8015
AL450380.1	AE016958.1	80.754	9633	1726	87	1396708	1406264	2623857	2614277	0.0	7400
AL450380.1	AE016958.1	80.219	6577	1234	53	77477	84020	176139	182681	0.0	4876
AL450380.1	AE016958.1	78.034	7721	1514	123	1489112	1496743	2571785	2564158	0.0	4695
AL450380.1	AE016958.1	80.041	6398	1149	91	1332056	1338378	2761445	2755101	0.0	4623
AL450380.1	AE016958.1	79.838	5922	1085	79	1959878	1965746	2168281	2174146	0.0	4220
AL450380.1	AE016958.1	80.552	5512	1038	30	1316550	1322044	2776713	2771219	0.0	4209
AL450380.1	AE016958.1	78.447	6672	1273	113	265193	271807	448617	455180	0.0	4202
AL450380.1	AE016958.1	79.195	5715	1126	52	1862228	1867907	1649479	1643793	0.0	3908
AL450380.1	AE016958.1	83.749	4129	612	34	2238772	2242872	4642994	4638897	0.0	3853
AL450380.1	AE016958.1	78.882	5564	1068	86	1767599	1773118	2533548	2539048	0.0	3666
AL450380.1	AE016958.1	85.910	3428	469	13	1260033	1263450	2854198	2850775	0.0	3642
AL450380.1	AE016958.1	82.265	4212	670	43	1666993	1671182	1436152	1440308	0.0	3568
AL450380.1	AE016958.1	79.947	4902	927	36	720452	725327	1247768	1252639	0.0	3555
AL450380.1	AE016958.1	86.763	3052	371	25	2257096	2260141	4620768	4617744	0.0	3367
AL450380.1	AE016958.1	79.519	4780	870	75	2081644	2086366	3435436	3440163	0.0	3302
AL450380.1	AE016958.1	75.864	6542	1424	113	703254	709722	1232422	1238881	0.0	3190
AL450380.1	AE016958.1	81.042	4051	706	45	1992097	1996128	2201222	2205229	0.0	3169
AL450380.1	AE016958.1	80.318	4212	783	32	649622	653826	1171116	1175288	0.0	3144
AL450380.1	AE016958.1	85.152	3098	401	35	2344294	2347376	4701844	4698791	0.0	3118
AL450380.1	AE016958.1	79.086	4662	872	77	384313	388928	4361492	4356888	0.0	3112
AL450380.1	AE016958.1	78.343	4973	959	84	735109	740032	2474317	2469414	0.0	3109
AL450380.1	AE016958.1	83.289	3381	541	24	2569168	2572536	812411	809043	0.0	3092
