AE016958.1	AE016958.1	100.000	4829781	0	0	1	4829781	1	4829781	0.0	8.919e+06
AE016958.1	AE016958.1	78.907	6699	1207	173	1544040	1550629	1540866	1547467	0.0	4353
AE016958.1	AE016958.1	78.907	6699	1207	174	1540866	1547467	1544040	1550629	0.0	4353
AE016958.1	AE016958.1	99.505	1819	3	5	3851959	3853773	361305	363121	0.0	3304
AE016958.1	AE016958.1	99.505	1819	3	5	361305	363121	3851959	3853773	0.0	3304
AE016958.1	AE016958.1	99.833	1798	2	1	3727633	3729430	361327	363123	0.0	3302
AE016958.1	AE016958.1	99.833	1798	2	1	361327	363123	3727633	3729430	0.0	3302
AE016958.1	AE016958.1	100.000	1786	0	0	3851980	3853765	3727634	3729419	0.0	3299
AE016958.1	AE016958.1	100.000	1786	0	0	3727634	3729419	3851980	3853765	0.0	3299
AE016958.1	AE016958.1	99.833	1795	2	1	3851982	3853775	2714212	2716006	0.0	3297
AE016958.1	AE016958.1	99.833	1795	2	1	2714212	2716006	3851982	3853775	0.0	3297
AE016958.1	AE016958.1	99.722	1798	5	0	2809727	2811524	363115	361318	0.0	3293
AE016958.1	AE016958.1	99.722	1799	3	2	361319	363115	2811525	2809727	0.0	3293
AE016958.1	AE016958.1	99.944	1785	1	0	2714212	2715996	361330	363114	0.0	3291
AE016958.1	AE016958.1	99.944	1785	1	0	361330	363114	2714212	2715996	0.0	3291
AE016958.1	AE016958.1	99.944	1785	1	0	2809728	2811512	2715996	2714212	0.0	3291
AE016958.1	AE016958.1	100.000	1782	0	0	2885031	2886812	2715993	2714212	0.0	3291
AE016958.1	AE016958.1	99.944	1785	1	0	2714212	2715996	2811512	2809728	0.0	3291
AE016958.1	AE016958.1	100.000	1782	0	0	2714212	2715993	2886812	2885031	0.0	3291
AE016958.1	AE016958.1	99.944	1784	1	0	3727636	3729419	2714212	2715995	0.0	3290
AE016958.1	AE016958.1	99.944	1784	1	0	2714212	2715995	3727636	3729419	0.0	3290
AE016958.1	AE016958.1	99.888	1786	2	0	2885031	2886816	363111	361326	0.0	3288
AE016958.1	AE016958.1	99.832	1789	3	0	3727635	3729423	2811513	2809725	0.0	3288
AE016958.1	AE016958.1	99.722	1796	4	1	3851971	3853766	2811522	2809728	0.0	3288
AE016958.1	AE016958.1	99.944	1783	1	0	2885031	2886813	2809731	2811513	0.0	3288
AE016958.1	AE016958.1	99.944	1783	1	0	3851981	3853763	2886813	2885031	0.0	3288
AE016958.1	AE016958.1	99.944	1783	1	0	3727635	3729417	2886813	2885031	0.0	3288
AE016958.1	AE016958.1	99.944	1783	1	0	2809731	2811513	2885031	2886813	0.0	3288
AE016958.1	AE016958.1	99.944	1783	1	0	361329	363111	2886813	2885031	0.0	3288
AE016958.1	AE016958.1	99.832	1789	3	0	2809725	2811513	3729423	3727635	0.0	3288
AE016958.1	AE016958.1	99.944	1783	1	0	2885031	2886813	3729417	3727635	0.0	3288
AE016958.1	AE016958.1	99.722	1796	4	1	2809728	2811522	3853766	3851971	0.0	3288
AE016958.1	AE016958.1	99.944	1783	1	0	2885031	2886813	3853763	3851981	0.0	3288
AE016958.1	AE016958.1	100.000	1510	0	0	2258072	2259581	850561	849052	0.0	2789
AE016958.1	AE016958.1	100.000	1510	0	0	849052	850561	2259581	2258072	0.0	2789
AE016958.1	AE016958.1	99.737	1521	3	1	1375723	1377243	850561	849042	0.0	2785
AE016958.1	AE016958.1	99.934	1512	0	1	2258071	2259581	1375722	1377233	0.0	2785
AE016958.1	AE016958.1	99.737	1521	3	1	849042	850561	1377243	1375723	0.0	2785
AE016958.1	AE016958.1	99.934	1512	0	1	1375722	1377233	2258071	2259581	0.0	2785
AE016958.1	AE016958.1	99.531	1493	5	2	2333836	2335328	1002483	1003973	0.0	2717
AE016958.1	AE016958.1	99.531	1493	5	2	1002483	1003973	2333836	2335328	0.0	2717
AE016958.1	AE016958.1	99.864	1472	1	1	1882151	1883621	39798	41269	0.0	2706
AE016958.1	AE016958.1	99.864	1472	1	1	39798	41269	1882151	1883621	0.0	2706
AE016958.1	AE016958.1	99.864	1469	2	0	4529230	4530698	39797	41265	0.0	2702
AE016958.1	AE016958.1	99.529	1486	3	4	1882138	1883620	1002475	1003959	0.0	2702
AE016958.1	AE016958.1	99.662	1479	3	2	2897832	2899309	1002479	1003956	0.0	2702
AE016958.1	AE016958.1	99.796	1473	1	2	2333842	2335313	1078045	1079516	0.0	2702
AE016958.1	AE016958.1	99.529	1486	3	4	1002475	1003959	1882138	1883620	0.0	2702
AE016958.1	AE016958.1	99.729	1476	2	2	2333835	2335310	1882144	1883617	0.0	2702
AE016958.1	AE016958.1	99.796	1473	1	2	2333843	2335313	2243313	2241841	0.0	2702
